model,layer,head,label,rel_depth,locality_score,match_entropy,delta_collapse,mean_distance,bos_mass,local_mass,long_range_mass,mean_max_attn,mean_entropy_ss,vq_ratio_atlas,mean_output_norm,wq_norm,wk_norm,wv_norm,wo_norm,vq_ratio_weight,ov_norm,ov_eff_rank,ov_sv1,ov_sv2,ov_sv3,qk_eff_rank,qk_sv1,qk_sv2,qk_sv3,head_dim,is_gqa,gqa_group_size,gqa_within_group_rank
GPT-2,4,11,local,0.16666666666666666,,1.97917,-0.03638,23.2652,0.1697,0.4434,0.155,0.2895,2.2745,0.5728,2.6564,31.827407836914062,29.72527503967285,18.229351043701172,15.900550842285156,0.5727563845949727,36.6735725402832,62.1025505065918,8.21906,7.1527853,6.9653454,52.66886901855469,16.02632,13.557044,12.252563,64,0,1,0
GPT-2,4,12,local,0.16666666666666666,,1.5511,-0.00895,34.2646,0.2718,0.2962,0.2507,0.3839,1.769,0.4856,2.6564,36.00627899169922,33.131935119628906,17.485620498657227,15.059494972229004,0.48562697919126335,33.457191467285156,61.79474639892578,8.812648,7.075456,6.6458507,48.16841125488281,20.831669,18.40384,17.428213,64,0,1,0
GPT-2,4,13,sink,0.16666666666666666,0.999659962952137,0.01835,-0.00524,1.0056,0.0,0.9971,0.0,0.9914,0.0383,0.2215,2.6564,60.19395446777344,45.360931396484375,13.332719802856445,14.719416618347168,0.22149599441907872,24.319276809692383,61.72554016113281,8.142305,4.95555,4.497004,38.344486236572266,113.99954,102.11211,89.21151,64,0,1,0
GPT-2,4,14,local,0.16666666666666666,,1.73298,0.07841,31.2976,0.2474,0.1559,0.2037,0.3094,2.2426,0.5586,2.6564,34.47202682495117,32.52555465698242,19.257457733154297,16.896883010864258,0.5586401354043683,41.36260986328125,62.15403747558594,9.258867,8.857563,8.138858,49.2968635559082,22.46122,16.941559,14.857534,64,0,1,0
GPT-2,4,15,local,0.16666666666666666,,1.97405,-0.20227,29.1462,0.1091,0.166,0.2299,0.126,3.5677,0.8759,2.6564,28.56352996826172,27.420618057250977,25.01810073852539,21.59650230407715,0.8758756626482548,70.49613189697266,60.626121520996094,20.38361,18.031523,16.425783,44.4684944152832,17.76346,12.186517,12.006297,64,0,1,0
GPT-2,5,0,local,0.20833333333333334,,1.11718,-0.24973,86.0932,0.5645,0.017,0.6877,0.5645,2.1282,0.6783,3.0165,33.528995513916016,32.541404724121094,22.743629455566406,21.666501998901367,0.6783271943272537,64.30342864990234,59.99877166748047,23.851835,16.515785,13.903877,46.241737365722656,18.912521,12.785523,11.737702,64,0,1,0
GPT-2,5,1,local,0.20833333333333334,,1.71245,-0.11521,57.9635,0.4588,0.1263,0.4026,0.464,1.9843,0.7091,3.0165,31.71050453186035,30.910356521606445,22.486934661865234,19.85340118408203,0.7091320366496008,56.47844696044922,62.459964752197266,13.042122,10.881521,10.318777,49.33972930908203,13.484187,12.666387,11.620557,64,0,1,0
GPT-2,5,2,local,0.20833333333333334,,1.42197,-0.02421,72.0996,0.5756,0.2185,0.5186,0.5902,1.5665,0.551,3.0165,33.9171257019043,33.09364318847656,18.687786102294922,17.0894718170166,0.5509837793019452,39.97697067260742,63.09454345703125,8.904214,7.0446687,6.46893,50.08909606933594,14.924832,14.002697,12.480921,64,0,1,0
GPT-2,5,3,local,0.20833333333333334,,1.5162,0.06974,25.9542,0.206,0.4401,0.1773,0.4013,1.8489,0.5311,3.0165,34.50502395629883,32.85698699951172,18.32472801208496,16.255380630493164,0.5310742005365072,37.70381164550781,61.266807556152344,9.902659,7.7701893,7.44493,49.342369079589844,20.384161,18.522758,15.045856,64,0,1,0
GPT-2,5,4,local,0.20833333333333334,,1.2147,-0.15848,98.7254,0.8212,0.1013,0.7231,0.8212,0.7428,0.582,3.0165,31.775346755981445,31.447847366333008,18.492399215698242,17.551767349243164,0.5819731679943546,40.43966293334961,63.219215393066406,8.173445,7.2245727,6.5582037,50.10286331176758,14.816872,12.881803,12.566565,64,0,1,0
GPT-2,5,5,local,0.20833333333333334,,1.50193,-0.36497,59.2334,0.2738,0.0491,0.5014,0.3069,2.6767,0.7119,3.0165,33.6102180480957,32.89789962768555,23.927400588989258,21.780935287475586,0.7119085200443747,65.4582290649414,62.902462005615234,16.494953,11.038425,10.886118,50.68241500854492,11.781048,10.54519,10.068229,64,0,1,0
GPT-2,5,6,local,0.20833333333333334,,1.26761,0.00777,97.0125,0.8202,0.0548,0.7118,0.8218,0.7856,0.6235,3.0165,33.68254470825195,32.67429733276367,21.00115966796875,19.009685516357422,0.6235027623320577,49.098602294921875,63.16426086425781,9.855036,8.385477,7.6152735,48.64358901977539,17.123297,14.658316,13.900258,64,0,1,0
GPT-2,5,7,local,0.20833333333333334,,1.61522,0.29333,43.9058,0.2858,0.1468,0.3126,0.2892,2.9029,0.7652,3.0165,29.940643310546875,29.171661376953125,22.909252166748047,20.945049285888672,0.7651556424199236,61.248504638671875,61.946773529052734,12.632504,12.279343,11.57035,51.73878860473633,14.175132,11.883803,10.430045,64,0,1,0
GPT-2,5,8,sink,0.20833333333333334,,1.01653,-0.46344,77.8726,0.4525,0.0121,0.6741,0.4674,1.9413,0.5276,3.0165,37.075096130371094,35.57572937011719,19.5609073638916,19.316112518310547,0.527602337027178,47.347572326660156,60.34174728393555,15.996782,10.807915,9.847575,49.12752914428711,15.78364,14.680155,13.427822,64,0,1,0
GPT-2,5,9,local,0.20833333333333334,,1.89798,0.01494,31.4258,0.233,0.1558,0.206,0.288,2.4465,0.5598,3.0165,33.442405700683594,31.687196731567383,18.721303939819336,16.295621871948242,0.5598073328629015,38.83757400512695,61.98371124267578,8.730728,8.065534,7.487908,48.46321487426758,19.797707,15.77047,14.83767,64,0,1,0
GPT-2,5,10,local,0.20833333333333334,,1.26042,-0.24568,68.2782,0.4462,0.0803,0.5429,0.4512,2.495,0.7599,3.0165,32.570289611816406,31.88762855529785,24.751380920410156,22.49518585205078,0.7599373912668455,71.22220611572266,61.848995208740234,19.120607,15.720323,14.71701,46.19153594970703,25.689543,14.214773,12.856639,64,0,1,0
GPT-2,5,11,sink,0.20833333333333334,0.9995653505126636,0.00656,0.00085,1.0065,0.0001,0.9992,0.0001,0.9984,0.0097,0.2345,3.0165,56.772735595703125,49.3629150390625,13.315895080566406,14.128355026245117,0.23454735694599843,22.76200294494629,61.6309928894043,7.3457174,4.843772,4.2339077,44.38645935058594,81.810616,67.66964,62.274918,64,0,1,0
GPT-2,5,12,local,0.20833333333333334,,1.49603,-0.45697,81.853,0.5582,0.0376,0.6857,0.5602,2.4385,0.751,3.0165,32.19936752319336,31.94485855102539,24.18242645263672,22.16390037536621,0.7510217843632254,67.26249694824219,63.057369232177734,16.348375,10.456202,10.330045,50.242820739746094,11.942996,10.983969,10.424679,64,0,1,0
GPT-2,5,13,local,0.20833333333333334,,1.80321,-0.26655,19.86,0.1342,0.1811,0.1278,0.509,1.8479,0.7034,3.0165,29.17214584350586,28.41594696044922,20.520116806030273,19.966615676879883,0.7034147201961026,52.49826431274414,59.408390045166016,28.229607,8.927713,8.473541,52.427791595458984,15.1901045,13.820976,12.351213,64,0,1,0
GPT-2,5,14,local,0.20833333333333334,,1.10957,-0.02286,67.1774,0.368,0.0255,0.6387,0.3686,3.221,0.7622,3.0165,32.4024772644043,31.477575302124023,24.696029663085938,22.586271286010742,0.7621648635555087,73.27787780761719,59.92060089111328,20.238169,19.63471,15.99053,48.9223518371582,24.989386,20.176443,17.844177,64,0,1,0
GPT-2,5,15,local,0.20833333333333334,,1.86021,-0.10474,31.0612,0.2194,0.3837,0.1962,0.2768,2.3972,0.7578,3.0165,29.772075653076172,28.824581146240234,22.56201171875,20.394977569580078,0.7578246132939019,56.78354263305664,62.84172821044922,11.194178,9.540773,9.152153,52.31062698364258,17.447098,13.95648,12.334621,64,0,1,0
GPT-2,6,0,local,0.25,,0.61992,-0.41131,90.0896,0.6028,0.0067,0.7452,0.6028,1.9721,0.9213,4.1237,28.35889434814453,27.5955753326416,26.127464294433594,23.62003517150879,0.9213146314409166,79.2333755493164,61.66349792480469,19.179993,16.923697,16.217472,50.86554718017578,11.316917,9.45733,9.007246,64,0,1,0
GPT-2,6,1,sink,0.25,,0.69285,-0.62426,87.7099,0.5151,0.0013,0.7599,0.558,1.1551,0.5238,4.1237,39.36906433105469,37.26670455932617,20.62116050720215,20.070154190063477,0.5237909728765248,51.372074127197266,61.96263885498047,12.300343,10.21666,9.79605,54.077125549316406,23.259134,22.868032,22.47023,64,0,1,0
GPT-2,6,2,local,0.25,,0.39081,0.00202,83.3717,0.444,0.0295,0.7019,0.444,2.8976,0.8357,4.1237,30.943641662597656,30.144344329833984,25.859130859375,23.62873649597168,0.8356847956467495,78.59085845947266,61.50107955932617,22.667252,16.791067,15.506839,49.096832275390625,12.829283,11.049063,9.43185,64,0,1,0
GPT-2,6,3,local,0.25,,1.28616,-0.22323,61.9258,0.2813,0.0493,0.5649,0.2819,3.569,0.9024,4.1237,29.021215438842773,28.274507522583008,26.188091278076172,23.893836975097656,0.9023774808213039,83.13729858398438,59.804203033447266,22.390257,20.558878,18.481812,47.777584075927734,12.76459,10.990245,10.588067,64,0,1,0
GPT-2,6,4,local,0.25,,0.41873,-0.21063,86.6185,0.4103,0.0052,0.7296,0.4242,1.9608,0.7467,4.1237,31.141023635864258,30.320838928222656,23.252464294433594,21.338451385498047,0.746682722004476,63.87043762207031,60.39751052856445,21.601706,12.726095,12.487444,51.936668395996094,18.226627,16.981663,12.0229435,64,0,1,0
GPT-2,6,5,local,0.25,,1.84341,-0.37849,24.8933,0.1425,0.1323,0.1726,0.502,2.0366,0.7146,4.1237,27.351444244384766,26.545137405395508,19.545103073120117,18.402589797973633,0.7145912624753628,46.63307189941406,60.59785079956055,22.573301,7.548253,6.587838,53.23677062988281,12.522542,11.612604,10.216654,64,0,1,0
GPT-2,6,6,local,0.25,,1.39136,-0.05277,67.3537,0.5266,0.2199,0.4908,0.568,1.5737,0.6044,4.1237,31.1369686126709,30.265380859375,18.819231033325195,17.02843475341797,0.6044015160058415,40.19938659667969,62.22022247314453,9.384237,8.160242,7.571914,49.581016540527344,13.848272,12.881638,11.693071,64,0,1,0
GPT-2,6,7,sink,0.25,,0.29242,-0.0018,26.4955,0.2118,0.7626,0.1962,0.8188,0.4953,0.3556,4.1237,40.16730499267578,38.80332946777344,14.282777786254883,13.4209623336792,0.3555821778149888,24.103471755981445,61.431915283203125,7.6750007,5.1468053,4.648366,50.24849319458008,35.97353,26.795479,23.87628,64,0,1,0
GPT-2,6,8,local,0.25,,1.61165,-0.03917,70.9152,0.5295,0.0569,0.5215,0.5301,1.9877,0.7243,4.1237,30.794715881347656,29.838151931762695,22.304244995117188,19.95692253112793,0.7242880590636049,56.567047119140625,61.872352600097656,14.80516,11.16404,10.395944,50.48918151855469,13.016211,11.861352,10.17249,64,0,1,0
GPT-2,6,9,local,0.25,,0.93332,-0.35165,95.9407,0.635,0.0167,0.7771,0.635,2.2468,0.9009,4.1237,27.714195251464844,26.354360580444336,24.96784782409668,23.182018280029297,0.9009046662748071,76.65621948242188,59.505126953125,25.960314,18.1152,15.96855,55.4151725769043,11.969687,11.199402,9.903095,64,0,1,0
GPT-2,6,10,local,0.25,,1.46301,-0.06084,71.9441,0.5498,0.0965,0.5027,0.5498,2.1162,1.2801,4.1237,22.91733169555664,22.83526611328125,29.336254119873047,25.75336265563965,1.280090304996531,100.89454650878906,58.75529861450195,27.754654,25.48026,23.938454,54.08705139160156,8.989093,8.003594,7.6579776,64,0,1,0
GPT-2,6,11,local,0.25,,0.90235,-0.39134,85.4127,0.5099,0.0333,0.7046,0.5189,2.1272,0.6296,4.1237,35.372833251953125,34.00259017944336,22.269121170043945,20.316883087158203,0.6295543535182814,57.290855407714844,61.23421096801758,16.323814,11.924461,11.46542,46.87046432495117,20.997362,20.012356,18.45312,64,0,1,0
GPT-2,6,12,local,0.25,,1.17657,-0.2301,70.376,0.4355,0.0243,0.5875,0.4375,2.2786,0.7822,4.1237,30.353363037109375,29.72085189819336,23.74334144592285,20.82636833190918,0.7822309974975085,62.86550521850586,62.272281646728516,15.703345,13.821692,12.519808,51.120155334472656,12.60931,10.7505045,9.850232,64,0,1,0
GPT-2,6,13,local,0.25,,0.36079,-0.04156,101.3705,0.7684,0.0074,0.7932,0.7684,1.3592,0.8561,4.1237,30.043848037719727,29.277883529663086,25.72162437438965,24.24056053161621,0.8561361494737816,81.3133316040039,60.521793365478516,22.045773,18.996178,16.520607,46.170501708984375,16.691898,12.266798,11.170363,64,0,1,0
GPT-2,6,14,local,0.25,,1.08353,-0.19379,88.2262,0.6817,0.1269,0.6208,0.6828,1.1849,0.6808,4.1237,29.011165618896484,28.48065185546875,19.7522029876709,17.450410842895508,0.6808483067224497,43.210819244384766,62.701438903808594,12.012451,7.734905,6.909524,52.73546600341797,14.249766,11.510849,10.621994,64,0,1,0
GPT-2,6,15,sink,0.25,,0.93653,-0.26941,80.7988,0.6095,0.0253,0.5669,0.6328,1.1845,0.7086,4.1237,29.636913299560547,29.396595001220703,21.001296997070312,19.319725036621094,0.7086195780510317,51.2336311340332,61.485958099365234,10.870815,10.726254,9.67736,47.006256103515625,8.92348,7.890965,7.169378,64,0,1,0
GPT-2,7,0,induction,0.2916666666666667,,0.89557,-0.73556,78.8783,0.4463,0.0156,0.6765,0.4493,2.5405,0.9008,4.2888,28.66350555419922,28.377309799194336,25.819181442260742,24.083511352539062,0.9007684490453862,81.0108642578125,59.62784957885742,23.376137,18.357912,15.981356,51.27969741821289,11.851282,11.335157,11.160884,64,0,1,0
GPT-2,7,1,local,0.2916666666666667,,1.62924,-0.27204,56.4039,0.4378,0.181,0.3927,0.4378,2.2379,1.1318,4.2888,22.418685913085938,22.20632553100586,25.374189376831055,23.167593002319336,1.1318321455236964,76.56114959716797,60.33415603637695,20.860355,17.97841,16.863329,51.196144104003906,10.387538,9.5889635,8.5196295,64,0,1,0
GPT-2,7,2,sink,0.2916666666666667,,0.69255,-0.51645,83.4984,0.5222,0.0035,0.7179,0.5473,1.3263,0.5545,4.2888,37.115909576416016,35.76683807373047,20.579946517944336,19.248703002929688,0.5544777631159166,48.94656753540039,61.47011947631836,10.411038,10.181102,9.603048,52.162593841552734,13.474198,11.955054,10.712227,64,0,1,0
GPT-2,7,3,local,0.2916666666666667,,1.03595,0.26733,68.4738,0.2236,0.0443,0.6026,0.2249,3.6363,0.9511,4.2888,28.285568237304688,26.92732810974121,26.902236938476562,27.37047576904297,0.9510940955039873,100.93843078613281,57.80707931518555,30.63562,25.768087,25.420168,41.12736129760742,30.062023,16.160046,13.401147,64,0,1,0
GPT-2,7,4,induction,0.2916666666666667,,2.03849,-1.11747,68.7583,0.4231,0.0341,0.6206,0.4231,2.959,0.9353,4.2888,26.940471649169922,25.84513282775879,25.197223663330078,22.569175720214844,0.9352925958928232,73.50038146972656,60.872955322265625,16.601736,15.212433,15.004525,55.1667366027832,14.791733,11.190191,10.811334,64,0,1,0
GPT-2,7,5,local,0.2916666666666667,,1.20747,-0.4945,81.7614,0.5379,0.014,0.7256,0.5397,2.3593,0.808,4.2888,30.92312240600586,30.055757522583008,24.987098693847656,22.767057418823242,0.8080393165275535,71.92578125,62.6705322265625,16.331297,13.730794,13.378209,52.37042999267578,15.368162,12.292365,10.74781,64,0,1,0
GPT-2,7,6,local,0.2916666666666667,,2.0846,-0.20608,22.6798,0.1247,0.1997,0.1327,0.215,2.7127,0.8017,4.2888,27.46507453918457,26.56845474243164,22.01764678955078,20.571746826171875,0.8016598228465496,56.45532989501953,62.68343734741211,10.51858,10.177987,10.149983,50.450836181640625,13.269045,10.644266,9.8127165,64,0,1,0
GPT-2,7,7,induction,0.2916666666666667,,1.29115,-0.51885,64.24,0.4652,0.0517,0.5122,0.4817,2.1882,0.7801,4.2888,31.30803108215332,30.598552703857422,24.423263549804688,23.036117553710938,0.7800957998833095,70.49127197265625,63.020118713378906,15.000349,12.459114,11.5805235,53.053382873535156,10.5506735,10.038357,9.375314,64,0,1,0
GPT-2,7,8,local,0.2916666666666667,,1.01124,-0.46643,78.531,0.4891,0.0122,0.6642,0.4978,2.2891,0.8219,4.2888,30.766620635986328,30.32786750793457,25.288450241088867,23.300460815429688,0.8219443578248983,74.431396484375,62.5673942565918,18.089476,14.237922,13.270058,52.113258361816406,11.172169,9.444673,9.166561,64,0,1,0
GPT-2,7,9,local,0.2916666666666667,,2.0553,-0.28729,34.4645,0.2548,0.0754,0.2528,0.3922,2.1686,0.8653,4.2888,26.025039672851562,25.239444732666016,22.5194034576416,20.777055740356445,0.8652975649882376,58.81662368774414,62.121089935302734,18.45141,9.526001,9.14672,53.011497497558594,12.358816,11.1315975,9.862192,64,0,1,0
GPT-2,7,10,local,0.2916666666666667,,1.08602,0.07361,69.4959,0.5107,0.1384,0.4908,0.5121,2.1069,0.8284,4.2888,30.551916122436523,29.646568298339844,25.309267044067383,22.774169921875,0.8284019549752591,72.55512237548828,62.70636749267578,16.085836,12.847892,12.346388,50.815425872802734,10.701493,9.603373,9.404788,64,0,1,0
GPT-2,7,11,sink,0.2916666666666667,,0.60285,-0.22893,52.056,0.349,0.0003,0.4494,0.5495,1.1721,0.5448,4.2888,34.009742736816406,33.518226623535156,18.527027130126953,15.260027885437012,0.5447564620966813,36.98707962036133,59.67931365966797,12.882957,8.73583,7.675154,56.9664421081543,56.330498,22.681337,19.339317,64,0,1,0
GPT-2,7,12,local,0.2916666666666667,,1.92235,-0.40606,38.8689,0.1965,0.2845,0.2589,0.2232,3.0812,0.9899,4.2888,25.70504379272461,24.973119735717773,25.444379806518555,23.95891571044922,0.9898594225978008,78.00860595703125,61.74058532714844,19.015768,14.939244,14.314751,50.16918182373047,9.956635,8.102885,6.4980917,64,0,1,0
GPT-2,7,13,local,0.2916666666666667,,1.07342,-0.13208,82.6342,0.6739,0.2386,0.6062,0.6904,1.1278,0.6282,4.2888,29.71918487548828,29.103130340576172,18.668203353881836,16.844486236572266,0.6281532764809551,39.582740783691406,61.92509460449219,10.956413,8.293135,7.6925507,51.11179733276367,11.028889,10.940393,9.929047,64,0,1,0
GPT-2,7,14,local,0.2916666666666667,,1.6215,-0.18548,68.8502,0.5117,0.1294,0.515,0.5265,2.1156,0.7003,4.2888,30.176027297973633,29.217037200927734,21.13071632385254,19.430505752563477,0.7002484493799089,50.886985778808594,63.148929595947266,12.636504,8.016602,7.551995,50.13245391845703,10.817662,9.746449,8.523853,64,0,1,0
GPT-2,7,15,local,0.2916666666666667,,0.38499,0.0661,70.7981,0.323,0.0229,0.6037,0.3382,2.728,0.7556,4.2888,31.644140243530273,30.56077003479004,23.908832550048828,22.78229331970215,0.7555532356400897,68.94358825683594,62.404144287109375,14.415007,12.841021,12.374076,48.245357513427734,11.567745,9.860361,9.713101,64,0,1,0
GPT-2,8,0,induction,0.3333333333333333,,1.59918,-0.73113,86.2814,0.656,0.0324,0.6146,0.656,1.5408,0.7687,3.9021,32.63489532470703,31.884750366210938,25.08783721923828,22.377140045166016,0.7687426899832634,70.20833587646484,62.457523345947266,15.107253,13.313263,12.472899,49.28920364379883,12.22034,10.206828,9.914304,64,0,1,0
GPT-2,8,1,local,0.3333333333333333,0.7744560067852337,1.33733,-0.02148,37.3982,0.2912,0.5554,0.2674,0.4685,1.6701,0.6695,3.9021,29.665164947509766,28.819137573242188,19.859329223632812,17.69701385498047,0.6694494791709975,43.1705436706543,62.01768112182617,10.31144,8.611683,8.282952,45.49867630004883,13.680949,13.101696,12.361385,64,0,1,0
GPT-2,8,2,local,0.3333333333333333,,0.83945,0.13792,71.0606,0.5478,0.1118,0.4932,0.5507,1.8519,0.7942,3.9021,30.618419647216797,29.598695755004883,24.316370010375977,22.86607551574707,0.7941745619318903,69.27709197998047,63.00846481323242,12.570802,11.656509,11.412508,51.328041076660156,12.280196,10.489919,9.212829,64,0,1,0
GPT-2,8,3,local,0.3333333333333333,,1.76129,-0.1367,42.6653,0.3282,0.0756,0.3166,0.3708,2.1905,0.8397,3.9021,27.979724884033203,27.196264266967773,23.494813919067383,21.671768188476562,0.8397085395387144,64.389404296875,62.23921585083008,16.289364,11.8119,11.121246,49.98264694213867,15.472208,13.426384,11.806493,64,0,1,0
GPT-2,8,4,induction,0.3333333333333333,,1.77421,-0.82766,57.6645,0.2331,0.0484,0.5596,0.2332,3.8032,0.9668,3.9021,27.33698081970215,27.45225715637207,26.428993225097656,27.1721248626709,0.9667853739740323,93.53421783447266,57.83763122558594,43.731506,21.486696,19.805113,46.56642150878906,13.71297,12.431194,11.647417,64,0,1,0
GPT-2,8,5,local,0.3333333333333333,,1.1607,0.17902,68.3882,0.2183,0.0331,0.6238,0.2348,3.2588,0.8033,3.9021,31.476957321166992,30.12551498413086,25.286840438842773,24.62971305847168,0.8033444967642277,79.0842056274414,61.86497497558594,17.188082,15.497026,14.432443,45.982322692871094,20.58909,15.363573,13.339118,64,0,1,0
GPT-2,8,6,local,0.3333333333333333,0.5183695179099838,1.657,-0.36412,49.7354,0.3587,0.3042,0.3394,0.4281,2.0555,0.6537,3.9021,31.401628494262695,30.313112258911133,20.527423858642578,18.398601531982422,0.6537057102752628,46.66830825805664,62.822940826416016,8.732822,8.451078,8.120023,47.40602493286133,14.278332,13.403705,12.31718,64,0,1,0
GPT-2,8,7,local,0.3333333333333333,,1.68165,0.025,52.5605,0.424,0.1682,0.3921,0.4788,1.9207,0.6324,3.9021,31.894969940185547,30.5504093170166,20.170995712280273,18.286882400512695,0.6324193360303352,46.424659729003906,61.84775161743164,10.08728,9.667907,8.965613,52.67625045776367,16.472523,12.916491,12.668144,64,0,1,0
GPT-2,8,8,local,0.3333333333333333,,1.25336,-0.10571,76.5117,0.5456,0.0351,0.6068,0.5456,2.4024,1.3189,3.9021,22.650972366333008,22.83896827697754,29.875158309936523,27.944120407104492,1.3189349148798477,112.76235961914062,57.5405387878418,37.216137,32.929844,27.295513,44.70285415649414,14.243821,9.4911585,8.939547,64,0,1,0
GPT-2,8,9,induction,0.3333333333333333,,1.52472,-0.52752,51.2959,0.3374,0.0695,0.4508,0.4159,2.3511,0.7683,3.9021,30.510560989379883,30.05057716369629,23.442724227905273,21.245975494384766,0.7683478594859154,62.127403259277344,63.25437927246094,12.854349,10.52333,9.697484,55.5015983581543,11.935597,10.943466,10.495114,64,0,1,0
GPT-2,8,10,induction,0.3333333333333333,,1.55336,-1.06219,60.8058,0.3603,0.0172,0.5389,0.4006,2.2324,0.8259,3.9021,30.559206008911133,29.84697723388672,25.240249633789062,24.16042709350586,0.8259458582277343,76.54682922363281,62.68962478637695,15.739272,14.45708,13.994717,53.293052673339844,16.419548,13.746527,12.349855,64,0,1,0
GPT-2,8,11,local,0.3333333333333333,,1.28594,0.00221,86.9278,0.5355,0.0238,0.7245,0.5355,2.6223,0.9488,3.9021,28.973804473876953,28.08009147644043,27.49099349975586,25.322538375854492,0.9488223586426505,90.135986328125,61.025447845458984,21.713425,20.339104,18.72897,50.07998275756836,18.593742,12.130476,11.389606,64,0,1,0
